arc.keymint.mojom.CertStoreInstance.UpdatePlaceholderKeys	UpdatePlaceholderKeys	356420321	291828561	1
arc.mojom.AdbdMonitorHost.AdbdStarted	AdbdStarted	279508819	1260117193	0
arc.mojom.AdbdMonitorHost.AdbdStopped	AdbdStopped	886148071	734144681	1
arc.mojom.AdbdMonitorInstance.Init	Init	860934531	649716657	0
arc.mojom.AppHost.OnAppAddedDeprecated	OnAppAddedDeprecated	958613440	402136748	2
arc.mojom.AppHost.OnAppListRefreshed	OnAppListRefreshed	1836675799	374457532	0
arc.mojom.AppHost.OnInstallShortcut	OnInstallShortcut	2066932909	1617198704	11
arc.mojom.AppHost.OnInstallationActiveChanged	OnInstallationActiveChanged	1128096048	1118908615	20
arc.mojom.AppHost.OnInstallationFinished	OnInstallationFinished	744562396	556442203	15
arc.mojom.AppHost.OnInstallationProgressChanged	OnInstallationProgressChanged	1999717393	747395058	19
arc.mojom.AppHost.OnInstallationStarted	OnInstallationStarted	1127593545	518000669	14
arc.mojom.AppHost.OnNotificationsEnabledChanged	OnNotificationsEnabledChanged	2011373195	1469591100	7
arc.mojom.AppHost.OnPackageAdded	OnPackageAdded	822945504	171410205	8
arc.mojom.AppHost.OnPackageAppListRefreshed	OnPackageAppListRefreshed	1176834063	196761869	13
arc.mojom.AppHost.OnPackageListRefreshed	OnPackageListRefreshed	1914869876	194461218	9
arc.mojom.AppHost.OnPackageModified	OnPackageModified	1811676259	786511572	10
arc.mojom.AppHost.OnPackageRemoved	OnPackageRemoved	842316498	63429743	3
arc.mojom.AppHost.OnTaskCreated	OnTaskCreated	1848801979	1918697587	4
arc.mojom.AppHost.OnTaskDescriptionChanged	OnTaskDescriptionChanged	749727067	1076416493	18
arc.mojom.AppHost.OnTaskDescriptionUpdated	OnTaskDescriptionUpdated	1333573342	674772380	17
arc.mojom.AppHost.OnTaskDestroyed	OnTaskDestroyed	1760174866	1477370372	5
arc.mojom.AppHost.OnTaskSetActive	OnTaskSetActive	440837981	1740022311	6
arc.mojom.AppHost.OnUninstallShortcut	OnUninstallShortcut	1503253722	861216466	16
arc.mojom.AppInstance.CloseTask	CloseTask	1348524068	186767933	8
arc.mojom.AppInstance.GetAndroidId	GetAndroidId	1575100039	2039316351	33
arc.mojom.AppInstance.GetAppCategory	GetAppCategory	1761996384	977366884	41
arc.mojom.AppInstance.GetAppIcon	GetAppIcon	1414265731	385830833	35
arc.mojom.AppInstance.GetAppShortcutGlobalQueryItems	GetAppShortcutGlobalQueryItems	1225094631	1079069017	26
arc.mojom.AppInstance.GetAppShortcutIcon	GetAppShortcutIcon	1460499421	104003646	36
arc.mojom.AppInstance.GetAppShortcutItems	GetAppShortcutItems	1619610738	1304261452	23
arc.mojom.AppInstance.GetPackageIcon	GetPackageIcon	1101287954	1478932027	37
arc.mojom.AppInstance.GetRecentAndSuggestedAppsFromPlayStore	GetRecentAndSuggestedAppsFromPlayStore	1793630627	1320306739	16
arc.mojom.AppInstance.Init	Init	860934531	723909001	21
arc.mojom.AppInstance.InstallPackage	InstallPackage	349858754	1501984006	11
arc.mojom.AppInstance.IsInstallable	IsInstallable	35740226	85337556	34
arc.mojom.AppInstance.LaunchAppShortcutItem	LaunchAppShortcutItem	1424961606	504176936	24
arc.mojom.AppInstance.LaunchAppWithWindowInfo	LaunchAppWithWindowInfo	333181717	1371401659	38
arc.mojom.AppInstance.LaunchIntentWithWindowInfo	LaunchIntentWithWindowInfo	232541178	369729605	39
arc.mojom.AppInstance.RemoveCachedIcon	RemoveCachedIcon	549272428	1821360662	14
arc.mojom.AppInstance.RequestAppIcon	RequestAppIcon	160562046	899396198	27
arc.mojom.AppInstance.RequestPackageIcon	RequestPackageIcon	2220715	141977224	30
arc.mojom.AppInstance.RequestShortcutIcon	RequestShortcutIcon	747408949	529841874	28
arc.mojom.AppInstance.SetAppLocale	SetAppLocale	259730258	1624017893	43
arc.mojom.AppInstance.SetNotificationsEnabled	SetNotificationsEnabled	316566588	336188600	10
arc.mojom.AppInstance.SetTaskActive	SetTaskActive	1089400842	1330918271	7
arc.mojom.AppInstance.ShowPackageInfoDeprecated	ShowPackageInfoDeprecated	1806498009	774175314	9
arc.mojom.AppInstance.ShowPackageInfoOnPage	ShowPackageInfoOnPage	1041249824	1982712002	20
arc.mojom.AppInstance.ShowPackageInfoOnPageDeprecated	ShowPackageInfoOnPageDeprecated	873894419	1359527167	15
arc.mojom.AppInstance.StartFastAppReinstallFlow	StartFastAppReinstallFlow	2095983198	839697155	25
arc.mojom.AppInstance.StartPaiFlow	StartPaiFlow	1852875059	926145706	32
arc.mojom.AppInstance.UninstallPackage	UninstallPackage	2055103915	642716527	5
arc.mojom.AppInstance.UpdateAppDetails	UpdateAppDetails	273353991	1090968023	42
arc.mojom.AppInstance.UpdateWindowInfo	UpdateWindowInfo	308235566	1160907946	40
arc.mojom.AppPermissionsInstance.GrantPermission	GrantPermission	1860881416	955294559	0
arc.mojom.AppPermissionsInstance.RevokePermission	RevokePermission	322766326	2007555589	1
arc.mojom.AppfuseHost.Mount	Mount	151725336	329657861	0
arc.mojom.AppfuseHost.OpenFile	OpenFile	1095998031	1424315990	2
arc.mojom.AppfuseHost.Unmount	Unmount	230168847	612305839	1
arc.mojom.AppfuseInstance.Init	Init	860934531	1514661873	0
arc.mojom.ArcBridgeHost.OnAccessibilityHelperInstanceReady	OnAccessibilityHelperInstanceReady	785767160	1311993229	127
arc.mojom.ArcBridgeHost.OnAdbdMonitorInstanceReady	OnAdbdMonitorInstanceReady	561208075	1653303067	158
arc.mojom.ArcBridgeHost.OnAppInstanceReady	OnAppInstanceReady	684080215	278904787	100
arc.mojom.ArcBridgeHost.OnAppPermissionsInstanceReady	OnAppPermissionsInstanceReady	272231417	360996617	149
arc.mojom.ArcBridgeHost.OnAppfuseInstanceReady	OnAppfuseInstanceReady	409840274	398064391	145
arc.mojom.ArcBridgeHost.OnArcShellExecutionInstanceReady	OnArcShellExecutionInstanceReady	990287544	1530568067	174
arc.mojom.ArcBridgeHost.OnArcWifiInstanceReady	OnArcWifiInstanceReady	947927765	1591638367	171
arc.mojom.ArcBridgeHost.OnAudioInstanceReady	OnAudioInstanceReady	1879752970	572499079	115
arc.mojom.ArcBridgeHost.OnAuthInstanceReady	OnAuthInstanceReady	1985686022	975927887	106
arc.mojom.ArcBridgeHost.OnBackupSettingsInstanceReady	OnBackupSettingsInstanceReady	678791679	1228131389	138
arc.mojom.ArcBridgeHost.OnBluetoothInstanceReady	OnBluetoothInstanceReady	1138124866	825374567	113
arc.mojom.ArcBridgeHost.OnBootPhaseMonitorInstanceReady	OnBootPhaseMonitorInstanceReady	1775689543	1257906397	125
arc.mojom.ArcBridgeHost.OnCameraInstanceReady	OnCameraInstanceReady	1819539223	1550781989	151
arc.mojom.ArcBridgeHost.OnChromeFeatureFlagsInstanceReady	OnChromeFeatureFlagsInstanceReady	1607611703	113298653	170
arc.mojom.ArcBridgeHost.OnCompatibilityModeInstanceReady	OnCompatibilityModeInstanceReady	810510159	853313259	161
arc.mojom.ArcBridgeHost.OnCrashCollectorInstanceReady	OnCrashCollectorInstanceReady	1876405126	2070068775	112
arc.mojom.ArcBridgeHost.OnDigitalGoodsInstanceReady	OnDigitalGoodsInstanceReady	1784349270	146146467	156
arc.mojom.ArcBridgeHost.OnDiskSpaceInstanceReady	OnDiskSpaceInstanceReady	1309309205	1425039731	144
arc.mojom.ArcBridgeHost.OnEnterpriseReportingInstanceReady	OnEnterpriseReportingInstanceReady	764214431	885290103	122
arc.mojom.ArcBridgeHost.OnErrorNotificationInstanceReady	OnErrorNotificationInstanceReady	1189216941	2132870035	172
arc.mojom.ArcBridgeHost.OnFileSystemInstanceReady	OnFileSystemInstanceReady	1523279187	1829878265	119
arc.mojom.ArcBridgeHost.OnIioSensorInstanceReady	OnIioSensorInstanceReady	2034999613	1384818479	159
arc.mojom.ArcBridgeHost.OnImeInstanceReady	OnImeInstanceReady	127563861	376969067	110
arc.mojom.ArcBridgeHost.OnInputMethodManagerInstanceReady	OnInputMethodManagerInstanceReady	1270687988	146592391	143
arc.mojom.ArcBridgeHost.OnIntentHelperInstanceReady	OnIntentHelperInstanceReady	247215558	457678027	111
arc.mojom.ArcBridgeHost.OnKeyMintInstanceReady	OnKeyMintInstanceReady	214412011	1110550712	168
